Actual,Predictions
[2],"[1.5895672e-03 3.0904408e-05 9.9203765e-01 1.7359951e-03 1.8746063e-05
 2.2761140e-03 8.5664075e-04 1.2527113e-03 1.9950068e-04 2.1730918e-06]"
[3],"[2.2187424e-03 3.8748802e-04 9.6016981e-02 6.8735993e-01 1.2099441e-01
 2.4284102e-02 1.7637456e-02 4.8785143e-02 1.8878330e-03 4.2786633e-04]"
[7],"[1.2135715e-04 3.3782173e-02 5.0875469e-04 2.0371535e-05 7.2955748e-04
 1.2650006e-04 2.4236713e-05 9.6182048e-01 1.2109604e-07 2.8662984e-03]"
[0],"[9.4658095e-01 6.6615338e-03 5.5113984e-03 4.0996980e-05 1.2297862e-05
 1.4164867e-05 1.7280705e-05 6.2803848e-04 3.5990193e-05 4.0497426e-02]"
[1],"[1.9810733e-07 9.8131406e-01 6.4102297e-09 8.0528446e-09 8.8807600e-10
 1.5295830e-10 5.8005565e-09 1.5871805e-07 9.8886003e-06 1.8675743e-02]"
[9],"[8.5983508e-08 7.1934159e-03 7.2298036e-11 9.7962249e-11 3.9746058e-12
 3.0371435e-11 2.7305840e-12 1.8724841e-10 2.4018768e-06 9.9280411e-01]"
[1],"[2.2970010e-04 9.9287438e-01 1.4484895e-07 3.8925460e-08 1.7024858e-10
 2.5830418e-09 2.0799700e-06 8.8027508e-10 2.6768007e-04 6.6260654e-03]"
[3],"[7.8173827e-05 4.8177367e-06 8.6090587e-02 4.4024341e-02 7.4409759e-01
 2.2718282e-02 2.5400277e-02 7.7460140e-02 1.0097254e-04 2.4824749e-05]"
[7],"[7.9583441e-04 3.2918004e-04 2.0927326e-01 6.6435114e-02 9.8949701e-02
 6.5379098e-02 3.8130188e-01 1.7161593e-01 4.1841366e-05 5.8780708e-03]"
[5],"[4.6842691e-02 1.3328933e-04 1.6927676e-01 2.9453591e-01 2.2062911e-02
 3.6427274e-01 7.6325322e-03 2.1583064e-02 7.3262155e-02 3.9802978e-04]"
[8],"[7.4906927e-04 5.1096778e-02 7.1778209e-03 4.1420091e-02 2.8368030e-04
 9.8433588e-03 6.9123943e-04 4.6655216e-05 8.4922576e-01 3.9465632e-02]"
[3],"[1.47782179e-04 4.49713843e-06 5.80832688e-03 5.24343967e-01
 3.46953660e-01 1.13037735e-01 8.71595577e-04 8.67917854e-03
 1.00834204e-05 1.43135578e-04]"
[2],"[0.00775988 0.00922274 0.9231604  0.00487239 0.00817592 0.00757091
 0.01747432 0.00857111 0.00330416 0.0098882 ]"
[9],"[3.7605257e-04 3.7138158e-04 9.9748014e-08 2.3572612e-07 6.4067201e-08
 6.9524127e-08 1.8719875e-08 4.9072275e-07 4.3521970e-04 9.9881637e-01]"
[6],"[1.4357774e-04 6.0460476e-05 4.5045804e-02 7.6011300e-02 3.5641047e-01
 4.7815297e-02 1.9767992e-01 2.7650189e-01 4.3212203e-05 2.8813217e-04]"
[8],"[1.0946058e-03 3.1089399e-05 1.2794796e-06 3.6069048e-07 3.6651290e-06
 4.5484427e-08 4.4549239e-08 2.6375982e-08 9.9883276e-01 3.6024358e-05]"
[6],"[9.0746256e-03 7.6502918e-05 2.6985267e-02 3.4415253e-02 4.2526480e-02
 4.9253497e-03 8.7860227e-01 2.8877656e-04 1.0385016e-04 3.0015614e-03]"
[9],"[7.2411255e-09 7.5067161e-05 4.1079787e-14 1.8051541e-11 2.3207280e-13
 1.9749718e-12 6.8856813e-12 8.4724398e-12 7.4219592e-08 9.9992478e-01]"
[3],"[2.3489431e-06 1.8577479e-05 1.4183284e-03 7.3609954e-01 7.4058902e-05
 1.0204123e-03 2.6132607e-01 8.8398638e-06 1.8940978e-05 1.2895615e-05]"
[8],"[3.0826315e-01 1.8786184e-03 3.3557212e-03 4.3731582e-04 6.4363523e-04
 1.2480568e-04 2.0887866e-04 2.3989809e-04 6.8290114e-01 1.9469038e-03]"
[9],"[1.7625726e-03 4.6495695e-04 8.6915932e-08 3.0026990e-07 4.9132308e-07
 2.0875465e-08 3.6160493e-08 3.2045241e-07 6.9138622e-03 9.9085730e-01]"
[8],"[3.5489097e-01 3.1278419e-04 9.3422650e-04 1.8623537e-04 3.2638383e-04
 7.7126260e-06 4.7633822e-07 7.2756765e-04 5.0801980e-01 1.3459381e-01]"
[0],"[1.6014284e-03 1.0113617e-02 3.1217355e-02 9.3957253e-02 1.4092799e-03
 1.4296035e-01 3.7824038e-01 2.5000417e-01 2.4871307e-04 9.0247408e-02]"
[7],"[1.2108290e-05 6.2524896e-06 4.5570373e-04 2.2082266e-05 1.7787972e-03
 4.1038886e-05 2.9991793e-06 9.9767643e-01 3.3408107e-08 4.4419617e-06]"
[8],"[5.2797241e-04 5.1426239e-05 2.0729804e-05 1.8716772e-06 2.0237601e-06
 1.8071736e-07 1.0118790e-07 3.2206310e-07 9.9917668e-01 2.1868378e-04]"
[5],"[1.1685048e-06 2.2260105e-05 7.5600352e-03 1.9948864e-02 8.9624336e-05
 9.4552553e-01 2.0488037e-04 2.6626149e-02 3.2957180e-07 2.1147644e-05]"
[0],"[6.0895348e-01 3.7718363e-04 3.4420478e-01 4.4298144e-03 3.5607036e-02
 4.1170168e-04 1.0727883e-04 5.5322247e-03 9.5014497e-05 2.8155785e-04]"
[0],"[9.6182048e-01 1.0819433e-03 3.4832020e-04 2.6056849e-04 4.4142543e-03
 2.3485451e-05 1.1094047e-05 1.2820567e-03 3.1955901e-03 2.7562249e-02]"
[1],"[1.6740697e-07 9.9951982e-01 3.2680286e-12 1.2153228e-11 8.4278567e-15
 3.0568937e-12 1.5783537e-09 1.6708775e-13 6.7850956e-06 4.7326603e-04]"
[3],"[3.0284369e-02 1.7797427e-04 8.7758422e-01 3.7108302e-02 2.1035226e-02
 8.3530098e-03 2.2252049e-02 6.5130717e-04 6.7153631e-04 1.8820153e-03]"
[9],"[0.00304427 0.0031088  0.00200708 0.11732624 0.02208974 0.03179614
 0.00259691 0.06496982 0.00084151 0.7522195 ]"
[1],"[1.2294669e-08 9.8654330e-01 8.7431387e-09 5.6358527e-08 1.0779656e-10
 6.3998534e-08 6.2618199e-07 1.0871277e-09 9.6587883e-07 1.3454979e-02]"
[5],"[2.2520337e-03 2.9227926e-05 1.7775333e-01 4.1528827e-01 1.9927943e-02
 3.8007134e-01 4.6188637e-05 4.2603980e-03 1.9264732e-04 1.7869716e-04]"
[3],"[0.12111915 0.00067981 0.07798589 0.1904831  0.27936086 0.01740661
 0.13815652 0.02071486 0.06220337 0.09188987]"
[4],"[1.1018590e-06 2.7796116e-07 4.6633766e-03 1.0217496e-03 9.3723565e-01
 6.3237133e-03 2.9191794e-03 4.7826875e-02 4.3424723e-07 7.5948701e-06]"
[4],"[1.1729689e-05 4.6384189e-06 4.3365747e-02 3.0692674e-03 2.6367503e-01
 5.1964773e-04 6.8800700e-01 1.3430155e-03 1.0951592e-06 2.8021318e-06]"
[0],"[8.3535051e-01 2.4415883e-03 1.0371901e-02 5.1032065e-04 1.5700763e-03
 2.3141992e-04 3.8013644e-05 5.4276717e-04 1.4854153e-01 4.0174386e-04]"
[9],"[4.18489473e-03 3.70164774e-02 1.34806205e-05 3.13183737e-05
 1.03455150e-07 6.57855417e-05 8.88952513e-07 5.13166189e-04
 6.51100152e-07 9.58173215e-01]"
[9],"[1.17764896e-04 1.66346016e-03 1.79137962e-04 3.37669742e-04
 2.36221729e-03 1.41369237e-04 1.26407704e-05 7.55350280e-04
 1.30113040e-04 9.94300246e-01]"
[9],"[7.7159842e-07 1.7729933e-07 2.6580077e-10 3.9426120e-09 4.8491669e-11
 2.0564237e-09 5.4075834e-11 6.1383432e-08 4.3267359e-09 9.9999893e-01]"
[9],"[7.5816126e-05 1.7369248e-03 2.3727263e-04 3.2428201e-04 3.6699053e-05
 3.0440867e-03 1.6125516e-03 1.5910646e-04 1.8855263e-03 9.9088776e-01]"
[8],"[2.0086090e-03 7.1560848e-05 1.3294579e-04 1.1909798e-04 2.0516864e-03
 2.6169593e-05 3.8739974e-05 2.3741661e-06 9.9550349e-01 4.5294386e-05]"
[2],"[8.8317764e-05 3.2234926e-05 9.0271044e-01 2.0763971e-04 7.6634507e-03
 1.3707685e-03 4.0818234e-03 8.3791167e-02 4.6355388e-05 7.8155217e-06]"
[4],"[5.5013521e-04 3.7958985e-06 2.4503981e-01 2.1126894e-04 4.2229137e-01
 3.6858767e-04 6.9016533e-04 3.3081514e-01 6.8687855e-06 2.2853632e-05]"
[2],"[3.2908658e-03 1.7958095e-04 9.6998972e-01 5.1567127e-04 1.5560821e-02
 1.0933942e-04 2.3173119e-03 7.9719508e-03 3.0267358e-06 6.1691870e-05]"
[2],"[0.14200015 0.00397272 0.10461622 0.04728387 0.03087661 0.03515002
 0.03789043 0.00084673 0.5939856  0.00337766]"
[5],"[6.1090295e-06 2.0977221e-07 8.9916168e-04 1.7943361e-03 2.4461417e-07
 9.8822939e-01 2.7801676e-07 9.0671442e-03 1.2614066e-08 3.0013387e-06]"
[1],"[2.8757723e-03 9.8706126e-01 1.7958720e-05 4.5732436e-06 3.9469981e-08
 1.1987041e-06 1.9940238e-05 6.4692198e-05 6.4762416e-03 3.4783245e-03]"
[9],"[0.02507141 0.00440995 0.03388833 0.03081629 0.26563945 0.06301544
 0.20288098 0.08683604 0.00053581 0.28690636]"
[1],"[9.1255401e-08 9.9942660e-01 1.0422369e-07 9.6560818e-08 4.4367166e-11
 1.3914434e-08 3.4675310e-08 1.9419392e-08 3.0686924e-06 5.6994095e-04]"
[0],"[8.4251624e-01 4.0785003e-02 4.6472088e-03 8.3054809e-05 5.2165927e-04
 9.5942605e-06 4.5875508e-06 7.9631849e-05 4.0844429e-02 7.0508614e-02]"
[9],"[5.7716842e-04 5.2717462e-02 7.5927282e-08 1.9557847e-06 4.9530928e-07
 4.6158436e-07 9.2891219e-07 1.9059877e-06 1.2664467e-03 9.4543302e-01]"
[4],"[1.8392048e-03 2.5770015e-03 8.7853204e-03 7.2010392e-03 8.6233211e-01
 1.7563319e-02 7.6282740e-02 9.9593969e-03 8.3363999e-04 1.2626327e-02]"
[2],"[5.0447369e-03 3.3119420e-06 4.3513492e-01 8.1064003e-03 5.3880209e-01
 4.9444861e-03 6.3035008e-03 8.2225341e-04 7.7576761e-04 6.2654552e-05]"
[1],"[4.9668034e-03 6.9709665e-01 1.6144828e-07 2.9783887e-05 4.6148358e-05
 2.6181589e-05 1.1866518e-06 1.2573527e-08 2.9312569e-01 4.7073704e-03]"
[6],"[4.7576855e-06 2.4318693e-03 5.3278566e-04 2.6166759e-04 9.2531973e-06
 6.9070858e-04 9.9535912e-01 2.1349140e-05 6.0632347e-06 6.8251119e-04]"
[0],"[2.9793757e-01 1.3478162e-03 2.3588347e-01 2.3695337e-02 1.9528739e-01
 5.3078108e-02 6.9515692e-05 1.8880399e-01 2.1249531e-03 1.7718448e-03]"
[3],"[8.5176780e-06 1.1169359e-05 1.4485556e-03 1.3792174e-01 2.0981173e-03
 4.6397811e-01 6.4293738e-05 3.9444700e-01 1.4182780e-07 2.2293672e-05]"
[7],"[8.7555818e-02 1.3979452e-03 2.7868602e-01 1.1197327e-02 1.4683078e-03
 7.3674791e-02 5.5878120e-03 5.3030401e-01 1.0058208e-02 6.9725887e-05]"
[6],"[1.8661540e-03 6.9170888e-04 5.3281490e-02 1.2972486e-02 9.1366988e-01
 2.9318952e-03 9.8991390e-05 7.9689990e-04 1.9328468e-03 1.1757593e-02]"
[3],"[1.9803789e-04 1.6281316e-02 2.9874098e-04 2.9356008e-02 4.8203128e-05
 3.6335215e-01 1.6852921e-04 5.8618778e-01 1.3149061e-03 2.7942741e-03]"
[1],"[4.5066811e-02 8.3398812e-02 2.5536743e-04 5.3387340e-03 4.3856320e-03
 1.5686190e-03 1.1345724e-04 1.7309856e-02 3.3237196e-03 8.3923906e-01]"
[8],"[9.2938167e-01 5.6395918e-04 1.0185682e-03 8.1648264e-05 2.4028905e-04
 3.5742731e-05 2.8617427e-05 4.7863259e-06 6.7186601e-02 1.4580704e-03]"
[6],"[6.2894369e-03 6.1007184e-01 3.9475325e-02 8.6899869e-02 8.9110341e-04
 1.9767623e-02 1.4398269e-01 7.5814635e-02 4.0298313e-04 1.6404416e-02]"
[5],"[5.1063202e-02 1.0483181e-04 3.3721909e-01 3.3665508e-01 1.6743891e-02
 2.2190315e-01 7.4895234e-03 1.2755655e-02 7.7902903e-03 8.2753580e-03]"
[7],"[9.2792436e-03 1.5977162e-04 6.0547605e-02 1.6994418e-04 1.2006281e-02
 6.4010144e-04 7.8475008e-05 9.1688246e-01 2.3207378e-04 4.0332475e-06]"
[2],"[5.1212829e-04 1.5821092e-07 8.7237470e-02 1.0900998e-01 7.7073777e-01
 2.0961255e-02 1.5260941e-04 1.1369321e-02 7.9921820e-06 1.1260651e-05]"
[8],"[4.2839847e-03 2.3856305e-04 2.4596057e-04 8.5092135e-05 7.2153693e-05
 2.3094324e-05 2.6750924e-05 2.5614223e-04 9.9364269e-01 1.1254834e-03]"
[4],"[5.2851698e-05 1.7588465e-07 2.6803077e-03 8.8457586e-03 9.1040862e-01
 6.6282791e-03 3.5685280e-03 6.7747504e-02 1.4601558e-05 5.3418171e-05]"
[4],"[1.2875850e-03 1.2276331e-05 4.5945472e-03 1.0040014e-03 1.5514771e-02
 6.7913178e-03 4.5625893e-05 9.7074473e-01 2.6655905e-06 2.3947878e-06]"
[8],"[5.1229219e-03 1.0219908e-04 1.9838185e-04 9.2404494e-05 4.1920727e-04
 2.5745274e-05 4.8113325e-05 4.8174043e-06 9.9343491e-01 5.5122888e-04]"
[3],"[3.6605180e-04 4.6901527e-01 2.4921531e-03 2.6290211e-01 4.2995729e-04
 5.1604707e-02 2.2024365e-02 1.9507539e-03 9.0876674e-05 1.8912373e-01]"
[5],"[8.2366224e-03 1.1535415e-02 2.0975772e-02 8.1330560e-02 2.9537659e-05
 7.9204899e-01 1.4214083e-03 6.3655730e-03 9.5713016e-04 7.7098988e-02]"
[0],"[9.4961721e-01 2.9620431e-05 2.9638069e-02 2.6988375e-03 1.0046752e-02
 1.6392992e-03 4.2513431e-05 5.2351621e-03 5.9788791e-04 4.5459328e-04]"
[5],"[8.28376651e-05 6.82843563e-07 9.85715315e-02 2.41843566e-01
 8.70438814e-02 4.13290888e-01 1.22007355e-01 3.70012894e-02
 1.00993896e-06 1.56923852e-04]"
[7],"[2.2274844e-06 3.2177957e-06 5.9680687e-04 7.0224931e-05 2.4292835e-03
 8.8131543e-05 3.9993083e-05 9.9668795e-01 1.2878799e-08 8.2235580e-05]"
[4],"[9.37366076e-06 1.13488476e-07 1.13340968e-03 2.94703117e-04
 9.97033954e-01 6.76730764e-04 3.29522853e-04 5.19115943e-04
 2.38100071e-07 2.87256239e-06]"
[4],"[1.02174450e-02 5.01919058e-05 4.17135209e-02 1.83807206e-04
 9.35384333e-01 1.20132754e-04 2.78791413e-04 1.14571797e-02
 1.13848357e-04 4.80748946e-04]"
[2],"[2.7302042e-01 3.7510743e-04 1.0662099e-02 3.7422095e-04 6.6901809e-01
 1.6424735e-04 4.1414311e-04 1.1115534e-02 2.7035015e-02 7.8210728e-03]"
[2],"[2.3752747e-02 4.7934037e-03 1.4631087e-01 5.9771731e-02 1.3769841e-01
 1.5178210e-01 3.8417950e-04 4.4448051e-01 8.6641390e-05 3.0939318e-02]"
[7],"[7.9242331e-05 2.5807725e-07 6.3302100e-04 4.2944457e-03 2.6788840e-02
 6.5711122e-03 3.1096535e-03 9.5783985e-01 1.5667679e-07 6.8350753e-04]"
[3],"[3.3176593e-02 2.2197971e-01 4.4666324e-02 6.6216453e-03 3.4761112e-03
 1.3756801e-02 2.7279248e-03 4.4785905e-01 3.5268051e-04 2.2538325e-01]"
[6],"[1.9456827e-04 5.8739549e-03 1.8083756e-03 3.2906896e-03 4.6036899e-02
 2.6438606e-04 8.3842707e-01 3.3223707e-06 1.3190478e-02 9.0910248e-02]"
[0],"[2.5493976e-01 1.3597512e-03 5.9038377e-03 1.6440270e-02 3.5108617e-03
 1.4126243e-03 6.4982701e-04 8.0392092e-05 7.1557879e-01 1.2383705e-04]"
[2],"[0.00047648 0.01751299 0.32585394 0.09593285 0.01173179 0.45058057
 0.01549217 0.04614805 0.00108963 0.0351815 ]"
[7],"[9.3874905e-06 1.3518342e-04 1.7136979e-04 1.1672164e-05 1.2714219e-03
 3.5967987e-05 1.8519844e-06 9.9817944e-01 1.8375135e-07 1.8349419e-04]"
[6],"[1.1642286e-06 9.7729417e-06 1.4349581e-04 1.0123458e-04 8.1687016e-05
 8.7690620e-07 9.9965036e-01 1.0181389e-07 4.7368503e-06 6.5916856e-06]"
[2],"[3.7757373e-01 3.7844323e-03 5.9787321e-01 4.6633044e-04 1.7397916e-02
 6.0812489e-04 1.2537965e-04 9.0347423e-04 3.8507722e-05 1.2289323e-03]"
[3],"[1.3788043e-04 2.6040839e-06 9.1264909e-03 8.0417669e-01 1.2326399e-03
 1.7886646e-01 6.8375905e-04 5.7280129e-03 3.8289363e-05 7.1886457e-06]"
[0],"[7.3050171e-01 8.3279945e-02 2.1443052e-04 6.5374828e-04 3.9592003e-03
 2.4740046e-04 2.0504040e-04 1.7929050e-03 3.2566981e-03 1.7588893e-01]"
[7],"[2.24838386e-05 1.01335114e-04 1.44499369e-04 1.01454480e-05
 5.07558696e-04 3.31739779e-04 1.00462985e-05 9.98869717e-01
 3.23985141e-08 2.42167266e-06]"
[7],"[1.4755484e-03 2.7530139e-02 2.4580329e-03 2.4111925e-04 2.6705344e-03
 5.3938251e-04 1.8482019e-04 9.5073527e-01 4.3718159e-05 1.4121503e-02]"
[8],"[5.9035682e-04 3.2917476e-05 3.3240190e-07 7.1923472e-07 1.2193831e-07
 7.4887957e-08 1.3466175e-07 4.3791456e-08 9.9934369e-01 3.1525251e-05]"
[1],"[1.8459556e-06 1.6340661e-03 4.7248843e-08 1.0326595e-05 1.9466040e-06
 1.8904432e-06 1.4953154e-06 5.1464798e-05 1.1738293e-05 9.9828511e-01]"
[1],"[6.4398962e-05 9.9708647e-01 1.5775022e-07 2.0597704e-06 8.8451674e-07
 2.3567272e-05 5.7581892e-06 2.4008224e-07 1.9381630e-06 2.8146182e-03]"
[4],"[2.0460398e-05 6.6816779e-07 4.6725776e-03 1.5995484e-02 9.7018170e-01
 8.0899615e-03 5.2109219e-05 9.1204909e-04 2.8438733e-05 4.6520177e-05]"
[6],"[4.4190887e-04 2.3209483e-05 1.1213735e-01 1.0133280e-02 3.4344830e-02
 4.6854117e-04 8.4215051e-01 6.5874025e-05 1.2414643e-04 1.1038033e-04]"
[0],"[6.0532361e-01 1.0273203e-04 2.8987545e-01 7.3452154e-04 2.8011989e-02
 8.2180410e-04 3.1858165e-04 5.8234497e-03 6.8950996e-02 3.6802685e-05]"
[6],"[9.1222444e-07 7.0299245e-07 2.5868716e-04 1.7146723e-04 1.3592665e-04
 2.5402373e-05 9.9926919e-01 2.0095877e-06 6.2791293e-07 1.3501196e-04]"
[6],"[1.3964416e-02 6.4116187e-02 3.8077843e-03 2.2501534e-02 1.9260481e-03
 4.0005147e-04 4.8503020e-01 5.2317453e-04 8.5572325e-02 3.2215825e-01]"
[5],"[3.7151450e-04 1.0545737e-02 1.0850253e-02 1.3941690e-01 2.2562104e-04
 7.4925709e-01 5.9503489e-03 1.0313378e-03 4.5899595e-03 7.7761278e-02]"
[5],"[2.6778239e-04 1.9542099e-04 3.2802787e-02 7.7452056e-02 1.5541364e-02
 8.3024698e-01 1.5187308e-03 4.1396234e-02 2.3585704e-05 5.5509992e-04]"
[6],"[3.1497672e-07 2.0129646e-06 2.6322377e-04 6.2337902e-04 4.4703888e-06
 5.5762772e-05 9.9900860e-01 1.3533655e-05 8.4896641e-07 2.7988201e-05]"
[3],"[0.13872126 0.00266821 0.01463083 0.13775991 0.01299886 0.0103762
 0.66059774 0.00948264 0.01021713 0.00254713]"
[9],"[8.5351459e-08 1.1098413e-01 2.0350714e-10 3.2490158e-10 1.5210065e-10
 7.8634471e-10 1.0879068e-09 9.9295319e-09 2.1912452e-07 8.8901561e-01]"
[3],"[0.01091924 0.00683085 0.08336788 0.24778773 0.00180365 0.2555145
 0.38198438 0.00248363 0.00039901 0.00890912]"
[6],"[1.3574466e-07 2.6894558e-08 3.9634388e-04 2.1231629e-06 8.0371310e-06
 5.5969313e-08 9.9959308e-01 2.6640496e-09 1.6739864e-07 8.7375982e-09]"
[8],"[4.9516425e-02 3.8803533e-05 1.6575396e-01 5.1723421e-02 2.7872823e-02
 3.7792705e-02 1.5298513e-03 6.5663666e-01 3.3318656e-04 8.8021420e-03]"
[7],"[5.4079434e-04 1.9592431e-04 2.2475689e-03 5.5540162e-03 1.9606347e-01
 1.2696277e-02 1.0020571e-03 7.7827990e-01 1.2145289e-06 3.4188658e-03]"
[6],"[9.4000378e-04 2.3058179e-05 1.3591257e-01 2.0124258e-04 1.1396288e-02
 1.4817741e-04 8.5118079e-01 1.5174168e-04 3.7527945e-05 8.6076943e-06]"
[4],"[4.3318167e-04 2.4933710e-03 4.3749300e-01 3.7099108e-02 1.9156156e-01
 1.3236716e-02 2.2759560e-01 8.1589319e-02 8.9210481e-04 7.6060239e-03]"
[9],"[1.2519978e-03 7.1110431e-04 7.9430549e-08 1.4989725e-07 1.0762788e-07
 7.6761509e-08 1.2824685e-08 1.4494668e-06 3.0786253e-04 9.9772722e-01]"
[5],"[9.3768122e-06 5.4045009e-05 8.5271262e-05 2.6672697e-01 3.2280351e-04
 7.3099053e-01 1.6834271e-04 5.8724103e-04 6.8635694e-05 9.8689971e-04]"
[6],"[5.8084297e-05 2.9568852e-07 8.0915699e-03 9.8303668e-03 8.7726182e-01
 3.1691797e-02 6.2186889e-02 1.0798523e-02 4.1066425e-05 3.9678140e-05]"
[4],"[5.5421231e-05 1.5251337e-05 1.2679818e-02 2.0982123e-03 2.6973420e-01
 8.0360509e-03 3.0812898e-03 7.0419788e-01 3.1460351e-07 1.0160970e-04]"
[1],"[2.2718609e-06 9.9998081e-01 5.9505243e-08 3.1435969e-09 2.3340596e-10
 7.6998861e-09 5.2789559e-08 8.9321945e-09 6.4678846e-07 1.6125778e-05]"
[6],"[3.4306665e-06 1.0565913e-06 9.5677271e-05 1.0150326e-05 6.7740892e-08
 5.8783737e-08 9.9985707e-01 7.3513218e-07 3.0682461e-06 2.8661330e-05]"
[3],"[1.8510836e-03 4.7981662e-06 4.0445811e-01 3.1653114e-02 4.7231138e-01
 2.1169746e-02 6.2968031e-02 5.1123416e-03 3.8729544e-04 8.4082807e-05]"
[8],"[4.7683627e-03 1.2416066e-01 1.7978466e-04 1.6035842e-04 1.6555353e-04
 2.0748486e-05 1.0772096e-03 2.4192462e-04 5.3737068e-01 3.3185476e-01]"
[2],"[4.1421250e-02 1.7089451e-04 9.2793846e-01 1.0927480e-02 6.7630457e-03
 6.7596993e-04 6.5519218e-03 1.3707986e-03 4.0370147e-03 1.4319996e-04]"
[3],"[2.4238026e-02 7.1929977e-03 4.2120397e-02 3.0819225e-01 3.6327852e-04
 5.5515081e-01 1.4480089e-02 4.7293756e-02 8.0865948e-04 1.5972012e-04]"
[9],"[1.7043343e-02 1.6745364e-02 5.3497097e-08 3.5531382e-06 8.7331998e-08
 2.8081502e-07 7.1193006e-07 3.2706695e-05 4.7932434e-04 9.6569455e-01]"
[8],"[1.9969864e-02 1.0428725e-02 9.0783380e-02 1.1221915e-03 5.8420086e-05
 1.5242414e-04 1.4292061e-02 1.4933779e-04 8.6116284e-01 1.8807533e-03]"
[5],"[2.70741177e-04 1.52032535e-05 1.38100528e-03 5.08860759e-02
 1.23173781e-02 9.25579965e-01 6.00100774e-03 2.59919465e-03
 4.41380427e-04 5.08100318e-04]"
[1],"[3.5694851e-05 4.7895497e-01 1.5175629e-04 1.2191152e-03 2.5378442e-05
 4.1782201e-05 4.9173662e-01 1.3159182e-05 3.7110419e-04 2.7450390e-02]"
[5],"[1.02522914e-04 2.07659014e-05 7.00828359e-02 1.11102901e-01
 5.25490344e-01 2.32463300e-01 1.21574360e-03 5.94158545e-02
 3.26777008e-05 7.29811800e-05]"
[4],"[0.01786031 0.0019     0.753999   0.01408536 0.1598289  0.01063134
 0.00468867 0.01794769 0.0038976  0.01516105]"
[5],"[4.06098952e-05 8.22738686e-04 1.28262285e-02 2.95477748e-01
 5.68486787e-02 2.96070874e-01 2.50245750e-01 7.73463771e-02
 5.54393228e-05 1.02655999e-02]"
[7],"[3.22082002e-07 1.82788085e-07 1.31332843e-06 1.51129216e-05
 1.05306672e-05 3.09407740e-04 6.56284200e-08 9.99662399e-01
 1.00486697e-13 6.34829178e-07]"
[5],"[9.3763796e-05 2.7563192e-05 5.3571892e-01 2.5896220e-02 1.5075101e-03
 2.7666405e-01 1.5176703e-01 8.2211038e-03 5.3558883e-06 9.8462202e-05]"
[7],"[4.7795529e-05 7.5003278e-05 5.5575733e-06 4.1494361e-05 2.1300750e-02
 5.1112361e-06 7.7929275e-07 9.7852021e-01 3.0610689e-08 3.2057433e-06]"
[8],"[2.2849418e-02 2.8867695e-02 8.5684742e-06 5.6230519e-06 1.9467481e-05
 2.9775401e-07 2.7344208e-06 2.4371243e-06 9.4765759e-01 5.8618025e-04]"
[9],"[3.4230882e-06 1.1196043e-04 1.2552365e-09 1.8378129e-09 1.9564435e-08
 5.4223265e-10 9.5002672e-10 3.2824402e-10 5.5302648e-06 9.9987912e-01]"
[1],"[6.2752020e-04 9.5677423e-01 9.0456228e-07 2.4046750e-07 4.3093937e-09
 4.6713495e-08 1.3686465e-06 1.4202157e-06 7.2001520e-04 4.1874278e-02]"
[7],"[2.70817807e-04 2.53725168e-03 9.70421076e-01 1.04841301e-02
 1.18162694e-04 8.20882246e-03 4.77061374e-03 3.02211451e-03
 8.91247546e-05 7.78823232e-05]"
[2],"[1.1733037e-04 2.7050128e-06 8.0835022e-02 2.7640535e-02 8.7859386e-01
 8.9177797e-03 2.3862040e-03 1.4473805e-03 1.3333624e-05 4.5888904e-05]"
[5],"[1.6872676e-05 4.9572704e-06 6.8589917e-04 3.5581082e-02 4.2389678e-03
 9.5752722e-01 4.7337156e-04 1.4641715e-03 4.8740103e-06 2.6031089e-06]"
[6],"[5.7606655e-04 7.9567035e-05 1.7394261e-02 2.4874693e-02 7.1363407e-03
 2.7887407e-03 9.2302024e-01 1.3146979e-04 9.8531938e-04 2.3013311e-02]"
[8],"[1.4301303e-02 2.7278968e-04 1.1240251e-04 3.7719845e-05 1.1214318e-04
 5.8673481e-06 1.9322340e-05 1.8265575e-05 9.8492789e-01 1.9226968e-04]"
[4],"[1.2424917e-04 1.1488612e-05 1.3008246e-01 1.9907092e-03 4.4140133e-01
 2.2501152e-03 4.1669616e-01 7.1965521e-03 4.6813088e-06 2.4216859e-04]"
[6],"[2.1282422e-05 5.4829154e-05 1.6635653e-02 2.1890137e-02 1.8667735e-01
 1.8320134e-04 7.7082223e-01 1.7285392e-03 1.0079509e-04 1.8859245e-03]"
[5],"[0.0628882  0.04857242 0.07490719 0.41897908 0.00683457 0.28155255
 0.05350129 0.00607222 0.02920963 0.01748288]"
[3],"[1.8414816e-04 5.6754710e-05 2.3952901e-02 5.5535775e-01 3.1838425e-02
 2.3297885e-02 1.5185963e-01 5.3181138e-04 2.1284497e-01 7.5769240e-05]"
[9],"[3.5486076e-04 1.8296853e-02 4.5834866e-04 4.5335797e-05 2.5773459e-05
 1.0801138e-05 3.4227749e-04 3.5420556e-02 1.5545378e-05 9.4502968e-01]"
[9],"[7.6291049e-05 7.7275868e-04 8.3768388e-09 4.8438631e-07 5.3391677e-08
 1.2834029e-07 8.0899412e-09 3.3309232e-07 2.5342393e-04 9.9889648e-01]"
