Actual,Predictions
5,"[8.5356281e-15 8.2870984e-12 5.2547748e-16 2.6674849e-08 2.7133777e-14
 1.0000000e+00 7.4149499e-11 9.4905902e-16 4.8473070e-10 3.3113498e-10]"
8,"[1.4811876e-09 1.6989205e-11 5.0976517e-08 4.3420258e-09 2.5880394e-12
 1.2524798e-09 1.3138581e-08 2.0309180e-12 9.9999988e-01 2.1329511e-09]"
3,"[1.8009467e-13 5.0046296e-09 1.6909377e-11 9.9603796e-01 1.5143416e-12
 3.9619729e-03 2.4215883e-11 6.9473021e-12 5.8772112e-09 8.5380863e-10]"
0,"[1.0000000e+00 1.0024742e-09 1.7332612e-08 1.8135694e-11 6.0659272e-10
 4.7814952e-10 1.1109471e-08 1.5134752e-10 1.9260387e-09 3.7032596e-08]"
6,"[2.4815193e-08 1.2684028e-09 1.3188421e-09 1.7688767e-09 1.6514371e-09
 1.4337234e-04 9.9985373e-01 4.2648341e-12 2.8353334e-06 5.1175166e-09]"
2,"[9.4365260e-13 1.7634057e-12 1.0000000e+00 4.9808930e-09 5.3128578e-11
 3.8426246e-14 6.5903927e-14 1.5249897e-11 2.9658623e-11 3.0609148e-14]"
7,"[1.5424963e-11 4.4426101e-06 4.6836494e-06 1.2339031e-07 1.2418652e-06
 5.5051904e-11 5.9430454e-11 9.9998939e-01 6.5148434e-08 4.3951736e-09]"
3,"[7.8813425e-16 8.9412744e-10 3.1183747e-11 9.9999988e-01 1.0891408e-13
 1.6663532e-07 3.4007243e-13 1.3774610e-11 6.8788905e-11 1.0964516e-11]"
3,"[1.2061685e-11 2.1653252e-06 1.9952189e-08 9.9999630e-01 1.3112986e-10
 1.5355143e-06 8.5504256e-11 6.7963157e-10 1.6392983e-08 5.3362323e-09]"
2,"[1.7550358e-08 3.1565648e-06 9.9999511e-01 5.5397636e-10 7.3109856e-09
 4.7501785e-12 1.1813356e-08 1.7241163e-06 2.0835154e-09 9.9659316e-11]"
1,"[7.6689566e-10 1.0000000e+00 1.3824181e-10 3.9363734e-12 6.8217734e-09
 8.2340890e-10 3.0496832e-08 3.5345291e-09 6.6295689e-09 5.8780383e-11]"
0,"[9.99976516e-01 5.60755042e-09 7.90051615e-08 1.20793697e-09
 2.58410836e-07 3.35055233e-07 7.38282370e-06 1.13571375e-08
 1.27424419e-05 2.61113905e-06]"
7,"[7.8483612e-13 1.6978915e-06 1.2526581e-05 3.6223931e-08 1.2901323e-07
 1.9060797e-12 1.8154772e-12 9.9998569e-01 4.5036547e-08 1.2560600e-09]"
3,"[1.2205456e-13 7.3484947e-11 3.8383580e-12 9.9987221e-01 7.5478953e-15
 1.2771666e-04 1.6231194e-12 1.5164338e-14 6.2703713e-09 3.1633738e-09]"
4,"[4.6446563e-10 7.9755966e-07 1.6410480e-10 8.5369947e-11 9.9997497e-01
 6.5275046e-10 6.8356956e-09 3.7381545e-07 8.6609177e-08 2.3793928e-05]"
0,"[9.9987566e-01 7.4594470e-07 8.0830569e-09 4.7282128e-10 2.9220882e-06
 3.4596420e-07 1.1793779e-04 7.3496875e-10 2.1577814e-06 5.4507460e-08]"
3,"[6.0208983e-19 1.6904180e-13 2.1182571e-14 1.0000000e+00 2.0008641e-18
 1.1604487e-09 6.1266012e-17 3.9350742e-16 7.3804857e-13 5.6973960e-15]"
9,"[4.1944986e-08 2.9906996e-08 3.1739798e-06 1.2320948e-05 2.5779773e-06
 1.5725465e-05 2.7917821e-09 1.8026109e-04 5.1887776e-04 9.9926692e-01]"
3,"[2.8839316e-15 7.9299212e-10 3.4471474e-11 1.0000000e+00 1.1646193e-13
 1.2060298e-08 1.3781213e-14 2.6925714e-13 2.5990970e-11 3.6056821e-11]"
2,"[3.4827288e-08 7.6917429e-05 9.9767977e-01 1.9839017e-03 2.7033082e-08
 1.7870785e-07 1.7661767e-08 2.5672273e-04 2.4032076e-06 2.8410065e-09]"
8,"[6.3554202e-05 2.5686064e-10 6.6634525e-09 9.5252500e-07 1.1493748e-09
 4.3168084e-06 3.1953931e-08 3.8618009e-10 9.9993098e-01 7.6700296e-08]"
9,"[1.78613231e-08 2.02150130e-10 1.53047324e-07 1.36755665e-08
 6.28442922e-06 1.92564560e-08 8.96887342e-10 9.90811145e-07
 6.02777504e-07 9.99991894e-01]"
0,"[9.9999952e-01 2.5614080e-11 3.4531952e-10 2.9073219e-10 9.3501136e-09
 4.8114956e-08 3.9746470e-07 5.9084862e-11 1.6614072e-08 1.3066696e-07]"
3,"[3.7563473e-17 2.0047332e-11 4.0058329e-13 9.9999988e-01 2.5719279e-16
 9.0680338e-08 2.6214718e-14 1.5760859e-15 8.0832311e-12 1.6959185e-12]"
8,"[8.6987466e-11 9.3408467e-12 4.6122956e-08 4.2075868e-07 3.0339234e-12
 6.9826676e-08 5.5222749e-10 8.5883835e-12 9.9999940e-01 5.6310765e-09]"
0,"[1.0000000e+00 3.5162293e-11 3.2543651e-10 9.1124840e-13 4.0427750e-10
 1.4744660e-08 4.0380916e-09 6.2086869e-10 3.5813418e-08 1.3764698e-09]"
7,"[3.5405023e-08 1.9743355e-04 6.9935745e-06 7.2722116e-07 5.5946543e-07
 1.2278507e-07 3.4956264e-11 9.9979395e-01 4.8668582e-08 6.8237682e-08]"
6,"[4.16268705e-07 4.79303104e-08 1.04044254e-07 7.93254085e-09
 1.45089143e-05 5.29642875e-06 9.99978781e-01 4.08056611e-09
 7.30430145e-07 6.40613109e-08]"
5,"[1.6376452e-15 9.9234572e-14 3.2306108e-17 8.7176244e-10 7.6302142e-15
 1.0000000e+00 4.8809607e-12 6.4717208e-17 8.6035269e-11 9.6551278e-10]"
4,"[3.0565472e-10 2.0994785e-06 6.3149033e-09 1.3586086e-09 9.9995089e-01
 1.6088681e-08 5.7185594e-09 2.5233889e-05 5.2246253e-07 2.1294039e-05]"
7,"[2.8692710e-07 1.7425440e-04 2.6196842e-05 2.9613273e-06 1.0750408e-06
 1.3533831e-07 5.7275273e-09 9.9978799e-01 2.8737857e-06 4.3146720e-06]"
3,"[2.6152905e-13 1.9302540e-08 6.1610890e-09 9.9999988e-01 2.6207248e-12
 8.9081077e-08 8.7875800e-12 2.2258490e-11 4.0292512e-09 1.7960827e-10]"
9,"[3.9070025e-02 3.6814627e-03 6.7805260e-02 2.3897750e-02 2.0179914e-02
 2.2234747e-01 1.7752402e-04 3.9721369e-03 3.7998695e-02 5.8086973e-01]"
0,"[9.99963641e-01 1.03024114e-07 1.10969177e-05 4.90147549e-08
 5.34020000e-06 2.90132789e-07 8.49554817e-06 2.08269421e-06
 5.90911850e-06 2.97979295e-06]"
8,"[2.6482093e-13 2.4830585e-14 1.7687229e-10 9.8331721e-10 4.0976739e-15
 1.7963355e-11 4.1852838e-10 2.3624487e-16 1.0000000e+00 9.6199715e-12]"
6,"[1.0380559e-08 8.5588567e-12 3.7025272e-11 8.3616961e-11 3.4572751e-11
 3.3543471e-05 9.9996579e-01 6.8022675e-14 6.8198301e-07 9.1502535e-11]"
2,"[4.5236312e-08 4.3213541e-07 9.9999797e-01 6.3995578e-09 7.6798941e-09
 1.6140927e-11 3.4578004e-08 1.5487649e-06 2.1118121e-09 2.4537464e-10]"
5,"[5.5265935e-15 4.1116151e-12 8.1973281e-17 7.3353561e-08 7.8185857e-14
 9.9999988e-01 9.1735453e-11 1.1919862e-15 3.8248946e-09 1.9257140e-10]"
6,"[5.0249881e-05 9.2344922e-01 4.6942188e-04 9.8312498e-08 8.0746441e-04
 1.3559248e-05 7.5185545e-02 3.1991203e-06 1.9495117e-05 1.7208639e-06]"
1,"[1.4349020e-09 1.0000000e+00 2.2822770e-09 7.2797983e-12 9.2346791e-10
 1.3770711e-09 3.7595406e-08 1.3976508e-08 9.6442738e-09 3.0911818e-11]"
0,"[1.0000000e+00 9.3637034e-12 6.2584285e-11 7.1447942e-13 8.4275772e-12
 7.0203771e-10 9.0203747e-11 4.1516818e-11 6.8475980e-09 2.9390324e-09]"
0,"[1.0000000e+00 1.7330600e-11 7.5626323e-09 2.0594186e-11 8.5039298e-10
 2.1470647e-10 4.9721294e-10 2.3531817e-11 8.0283611e-09 2.0759304e-08]"
4,"[2.4799956e-12 1.0047285e-06 9.1637593e-11 7.6599916e-12 9.9999869e-01
 9.7967419e-11 3.3536558e-08 4.2148414e-09 3.0781436e-07 2.8618118e-08]"
4,"[2.3511005e-08 5.1749754e-04 3.7145234e-08 3.6801082e-09 1.8605419e-01
 4.2879024e-06 6.4330714e-05 6.7620348e-08 8.1335920e-01 4.0342681e-07]"
0,"[1.0000000e+00 5.1918251e-11 1.3972670e-08 2.0858893e-11 2.7742175e-11
 1.0010379e-08 8.1781959e-10 4.4210380e-10 2.7551431e-08 1.6035887e-08]"
1,"[1.93171423e-10 1.00000000e+00 1.60038482e-10 1.11826228e-12
 1.39983514e-09 6.00209882e-10 1.01312185e-08 6.97441571e-09
 1.64840552e-09 3.22459386e-11]"
2,"[3.9277151e-10 2.2761418e-10 1.0000000e+00 4.5937210e-08 2.6538616e-10
 3.2527142e-10 4.0821509e-11 1.8358908e-09 1.6541937e-10 7.3066319e-12]"
3,"[6.6528887e-12 1.8220939e-08 1.3073850e-09 9.9999952e-01 1.0625204e-11
 4.2436909e-07 1.3852857e-11 1.8451647e-09 5.2011078e-08 7.2138331e-09]"
2,"[3.1765143e-11 8.9113933e-10 9.9999976e-01 8.2943878e-08 1.0787478e-09
 6.8456399e-12 9.0292865e-08 1.3625048e-10 1.1805379e-10 7.5520493e-13]"
7,"[2.82270266e-11 2.84127782e-06 8.85202317e-05 2.56467729e-07
 3.22565015e-08 1.64386256e-12 1.10088089e-12 9.99908209e-01
 9.44742524e-08 1.28846525e-08]"
7,"[1.3264769e-13 1.7443683e-07 3.7035971e-08 4.1268724e-08 3.6660265e-07
 1.7413727e-11 9.1931806e-14 9.9999952e-01 5.1476827e-09 7.9293168e-09]"
8,"[4.01400186e-13 1.00277046e-13 1.67104896e-13 1.51436363e-11
 1.18079090e-13 1.18163204e-08 2.96610314e-09 1.58770668e-17
 1.00000000e+00 6.22736780e-13]"
5,"[4.7385324e-06 1.6247694e-07 2.5069520e-08 1.8950741e-04 2.6246867e-06
 9.9903023e-01 6.9359034e-05 1.6493809e-06 2.1762656e-04 4.8422304e-04]"
2,"[1.2018864e-13 2.5661442e-10 1.0000000e+00 5.6450894e-10 5.9079087e-13
 2.8315209e-14 4.1469981e-14 9.2427455e-11 1.1653999e-12 1.7226138e-14]"
5,"[3.8159700e-07 9.5846220e-11 9.5006787e-11 3.3721469e-06 2.7322075e-10
 9.9999177e-01 2.5740325e-08 1.3831088e-09 4.5289826e-06 3.6605179e-08]"
7,"[2.5427191e-06 1.8138258e-05 5.6282915e-02 2.2062631e-03 2.5993393e-06
 6.8963996e-06 5.6346767e-08 9.4125229e-01 1.3082757e-04 9.7386022e-05]"
6,"[7.4546179e-08 3.3843106e-10 2.9055282e-11 1.2134073e-12 1.9942952e-07
 6.7076655e-07 9.9999905e-01 2.5630510e-13 1.9719756e-08 2.7960852e-11]"
9,"[6.6401434e-08 2.6645348e-06 2.6820107e-08 7.6425204e-07 5.7288748e-04
 6.5860223e-07 7.5800237e-09 1.2730206e-06 2.4276350e-04 9.9917883e-01]"
1,"[4.28848318e-10 9.99999881e-01 7.40623518e-09 1.01691516e-10
 3.26052501e-08 1.20779708e-09 3.54526908e-10 7.80086893e-08
 3.21644533e-09 1.12381049e-09]"
4,"[4.2849607e-17 1.4961193e-10 1.6833266e-13 2.6561828e-16 1.0000000e+00
 5.9241963e-15 7.5778966e-12 1.4575367e-10 3.8202050e-10 5.7441608e-12]"
1,"[1.14505724e-07 9.99996424e-01 8.76004322e-07 3.66919217e-10
 5.02527868e-08 1.31804772e-08 1.52338339e-06 4.08545873e-07
 6.39325947e-07 3.54843821e-09]"
6,"[3.2669246e-11 1.4588565e-11 7.5586419e-11 4.3509875e-12 9.2155571e-12
 3.8266157e-07 9.9999964e-01 8.0192429e-15 4.9267319e-09 2.7740932e-12]"
4,"[1.6693453e-07 4.3337676e-03 4.3797385e-07 1.1745786e-06 9.9407530e-01
 5.8889113e-06 3.2772867e-05 7.9053943e-04 6.2423479e-04 1.3575015e-04]"
2,"[6.7430624e-11 4.9342426e-11 1.0000000e+00 2.7256313e-09 5.6561981e-11
 1.9211520e-12 1.2837415e-11 5.7701834e-09 2.5474908e-10 9.7714577e-13]"
4,"[2.4170631e-12 5.5146543e-08 1.0218003e-09 7.3478675e-11 9.9999845e-01
 8.6931035e-10 8.1814439e-10 6.1983508e-07 3.8064272e-08 7.5670431e-07]"
3,"[1.04915843e-16 7.99214306e-11 4.19094981e-09 1.00000000e+00
 1.33943802e-14 4.48758558e-10 4.26194080e-14 7.06785704e-14
 1.44591339e-09 1.17212620e-11]"
5,"[2.9559394e-15 1.7965369e-12 3.6126133e-15 1.7993457e-08 3.5100524e-14
 1.0000000e+00 9.6006883e-12 1.8330894e-15 1.1864071e-10 5.2161864e-10]"
4,"[9.1840584e-11 1.5588382e-06 3.7219958e-10 2.1352069e-10 9.9985397e-01
 6.0278973e-09 2.6351847e-07 1.7173306e-06 3.0029244e-07 1.4207509e-04]"
3,"[1.9875366e-05 1.0433336e-05 5.2490461e-05 9.9958831e-01 2.9693643e-07
 2.0887060e-04 2.2976355e-08 4.6780733e-05 5.6850520e-05 1.6126707e-05]"
9,"[3.25198251e-08 2.30994865e-05 1.17772984e-07 1.56604358e-07
 6.40373270e-04 4.68541629e-07 6.81706802e-10 2.53781473e-05
 1.10300689e-05 9.99299288e-01]"
5,"[2.2539529e-08 3.7259537e-13 7.6698655e-15 7.3260786e-08 3.0182688e-12
 9.9997985e-01 1.2404466e-07 8.1060653e-14 1.9961752e-05 5.4066274e-10]"
0,"[1.0000000e+00 3.5121033e-13 6.4089942e-11 8.1579616e-13 4.1418483e-12
 1.8678090e-10 4.3523551e-10 1.9598806e-12 2.3536406e-10 5.9105554e-10]"
1,"[6.8289691e-10 1.0000000e+00 1.4953384e-09 7.4423627e-12 8.9375805e-09
 4.7068799e-10 9.2066150e-09 6.6909256e-09 2.7616447e-09 1.2281065e-10]"
5,"[9.9265925e-08 8.5657530e-07 7.3715988e-08 9.4912866e-05 6.8677707e-08
 9.9989700e-01 2.7557271e-06 5.6647576e-08 1.8394916e-06 2.3831503e-06]"
3,"[9.9411588e-16 2.7845032e-10 1.0223353e-10 9.9999988e-01 8.5850049e-14
 1.4903924e-07 3.6797557e-12 1.5759440e-12 9.0420826e-10 4.1572679e-11]"
8,"[2.0543163e-13 7.3383330e-13 6.4334740e-12 2.6604197e-10 2.6802741e-13
 3.8961981e-10 1.3871360e-09 6.3565535e-17 1.0000000e+00 8.8959829e-12]"
9,"[2.5787165e-07 3.1723172e-07 1.1688904e-07 1.3140967e-06 1.4995353e-04
 1.9267052e-06 5.7205732e-08 3.4517096e-04 1.2759258e-03 9.9822503e-01]"
1,"[3.2960765e-09 9.9999988e-01 6.4111494e-10 8.1310124e-12 5.1446714e-09
 1.9752100e-09 8.0238635e-08 2.8507652e-09 5.8815797e-08 8.5580272e-11]"
9,"[5.9021710e-07 1.4655485e-06 3.7295769e-07 1.1581077e-06 1.8377224e-04
 3.3219239e-06 4.6531209e-08 5.9415004e-05 1.3104240e-05 9.9973673e-01]"
7,"[1.33762456e-04 6.60823425e-05 1.01666345e-04 2.08028359e-05
 1.77570155e-06 2.70073742e-05 1.30491857e-08 9.99608099e-01
 3.44921796e-06 3.73471339e-05]"
9,"[2.5166503e-07 4.7608538e-08 5.4109123e-08 1.1379289e-08 2.6368449e-04
 1.0007330e-08 3.0661074e-09 1.5099139e-04 3.9812694e-06 9.9958104e-01]"
5,"[2.2884402e-13 5.6068662e-14 1.6706904e-15 7.3260370e-10 5.6749733e-13
 1.0000000e+00 6.7772088e-10 3.5061947e-16 8.9961407e-09 1.0060734e-09]"
5,"[7.2962917e-14 8.2944918e-10 2.7918653e-16 2.8313297e-08 2.0281905e-11
 1.0000000e+00 7.6484619e-10 1.0700722e-15 1.5069869e-08 3.2496171e-08]"
2,"[8.5094348e-07 6.0844850e-06 9.9987507e-01 1.7034085e-05 5.3602966e-05
 1.2601570e-06 2.5050831e-05 3.7119967e-06 1.6995709e-05 2.9384270e-07]"
7,"[6.7430949e-07 2.5448587e-04 9.9006691e-04 6.2252373e-05 2.0148283e-07
 1.9263690e-07 5.0591267e-11 9.9868375e-01 2.9539083e-07 8.0668924e-06]"
4,"[1.2532875e-11 5.5168914e-07 3.6373318e-09 4.1049947e-10 9.9999905e-01
 3.8405973e-11 1.2471954e-10 3.9050127e-07 1.4420954e-08 2.9543408e-08]"
6,"[2.7835214e-09 8.5845038e-12 7.4674105e-13 2.0066986e-15 3.1360298e-07
 1.1941399e-09 9.9999964e-01 1.5127144e-15 1.5963601e-10 6.9176419e-13]"
0,"[9.9998462e-01 2.4771563e-09 5.8478955e-09 3.4221927e-08 1.8545013e-07
 7.0510614e-06 1.5601536e-07 4.9077689e-09 7.7278228e-06 3.1511163e-07]"
1,"[1.6616382e-09 9.9999988e-01 1.6843417e-09 5.3960673e-12 2.2778930e-09
 1.9155046e-10 7.4147688e-10 1.4754526e-07 2.2073170e-09 1.6204668e-10]"
1,"[4.6916078e-03 9.6826732e-01 5.7689653e-05 9.7399216e-06 8.6285081e-04
 4.1904808e-05 5.1265685e-03 2.5982612e-05 2.0855756e-02 6.0631981e-05]"
1,"[7.1159312e-10 9.9999988e-01 4.4307567e-09 1.1193181e-09 6.9350214e-08
 1.6847988e-08 7.3457869e-08 5.7826135e-08 8.3511997e-09 4.4486921e-09]"
0,"[1.0000000e+00 1.8025769e-13 2.8825022e-11 3.8620113e-16 2.1829587e-12
 1.3817910e-13 1.1986224e-12 6.9752922e-13 7.5503692e-12 6.9349852e-11]"
4,"[2.0238278e-09 1.2822956e-03 2.8175410e-08 1.2807207e-06 9.9861336e-01
 3.7644913e-06 2.4297876e-06 2.3004142e-05 6.0870707e-07 7.3212017e-05]"
4,"[5.3531113e-10 6.1868865e-05 3.4962744e-07 3.9890149e-09 9.9985325e-01
 5.2250018e-09 5.8148522e-09 6.4865540e-05 1.0107831e-07 1.9586138e-05]"
7,"[1.4739788e-05 7.7261357e-04 4.0818512e-04 8.4020794e-05 1.1227328e-05
 6.3318485e-06 6.1688120e-08 9.9858463e-01 3.0279434e-05 8.7842927e-05]"
6,"[2.9077251e-12 2.0379784e-18 1.1532898e-18 5.4750681e-19 2.6617189e-10
 1.5709871e-11 1.0000000e+00 7.3980346e-20 1.3346858e-12 2.9796800e-15]"
3,"[3.5422662e-15 8.4696243e-11 6.9027095e-10 1.0000000e+00 3.0627251e-14
 1.7460483e-09 3.6911402e-14 2.4383514e-13 6.8914091e-10 3.0159874e-12]"
0,"[9.8558378e-01 7.8234370e-05 2.7147995e-05 4.4382614e-07 8.9434764e-07
 6.4203891e-07 3.0943873e-05 8.7304506e-06 1.4265288e-02 4.0041577e-06]"
0,"[9.9999976e-01 5.0122410e-11 1.0865498e-08 1.0606087e-12 1.5647661e-08
 1.3586485e-10 3.6084502e-09 3.3299635e-10 1.4291903e-09 2.8902178e-07]"
4,"[2.6565057e-11 5.2880230e-05 4.5987481e-06 1.9287825e-09 9.9954307e-01
 5.2097471e-10 3.0134581e-09 3.9852611e-04 8.9705145e-07 2.5450618e-08]"
3,"[2.97745726e-12 1.47776125e-10 1.05994165e-08 9.99999881e-01
 1.58969761e-13 7.55303518e-08 2.56305480e-12 1.31263125e-11
 5.60027722e-08 2.79676643e-10]"
0,"[1.0000000e+00 9.7429442e-10 3.7992958e-08 4.3238751e-10 1.7432541e-08
 1.3554327e-08 2.3012772e-10 3.4698695e-09 3.0349732e-08 2.0363375e-08]"
6,"[2.3230007e-07 6.0161639e-08 4.4918238e-09 1.2373683e-12 3.0969872e-07
 7.5241537e-09 9.9999928e-01 2.6910564e-12 5.6502724e-08 2.1829375e-11]"
1,"[2.8637732e-09 9.9999964e-01 5.9227184e-10 4.9627902e-12 8.2603604e-09
 2.8956370e-08 3.7467555e-07 2.1074305e-08 2.2601364e-08 7.3777463e-11]"
9,"[2.1808959e-05 3.9713266e-03 1.8017248e-05 5.8280625e-06 7.5802440e-03
 2.7675492e-06 1.3114991e-05 7.4682903e-05 9.8025048e-01 8.0616828e-03]"
6,"[9.5891558e-08 3.6893079e-11 7.1386077e-13 7.0456341e-10 5.9040972e-10
 1.1948356e-02 9.8756731e-01 1.5492597e-13 4.8417851e-04 1.4465915e-09]"
1,"[4.4121670e-10 9.9999988e-01 6.6061152e-09 5.8529752e-12 6.7178853e-08
 5.7959471e-10 3.2080472e-08 1.5979269e-09 8.0713356e-09 1.1812115e-10]"
3,"[3.4816972e-16 1.9227113e-11 1.3429609e-10 1.0000000e+00 1.3236279e-15
 1.5445308e-09 1.8538000e-14 2.9598126e-13 4.8847654e-10 4.8088001e-12]"
8,"[2.2003037e-09 3.9533052e-09 5.0212584e-08 8.6236876e-05 6.5704192e-10
 2.3429979e-05 3.7646423e-06 8.6793645e-12 9.9988651e-01 1.2544900e-08]"
1,"[1.7056402e-09 1.0000000e+00 7.6640188e-09 7.8127955e-12 1.6503781e-09
 8.2189472e-10 2.6521690e-08 1.2807108e-08 1.3560456e-08 5.1071137e-11]"
2,"[2.42063292e-12 1.95904339e-12 1.00000000e+00 3.28913119e-09
 8.93160939e-14 2.30466471e-13 3.73577579e-14 6.20159341e-11
 1.38772995e-11 1.21761352e-13]"
5,"[3.9431509e-12 2.1459171e-11 2.5857929e-13 8.4279321e-08 4.1138898e-12
 9.9999988e-01 1.3645028e-09 4.2615607e-13 4.5408148e-09 3.3797674e-09]"
6,"[3.1252782e-08 4.7920255e-14 1.2938871e-12 3.3240131e-15 5.6269848e-05
 2.0845321e-10 9.9994373e-01 2.9615387e-16 1.8306301e-09 7.8393028e-11]"
2,"[4.6611881e-11 1.5833592e-08 9.9999988e-01 1.4362588e-07 5.7905103e-10
 3.2686191e-12 3.2189400e-11 1.4944115e-09 4.1449896e-10 7.0616516e-12]"
7,"[2.9275508e-15 4.1964765e-07 7.2594652e-08 1.0131492e-09 2.3969767e-06
 4.7459948e-12 4.1669131e-13 9.9999702e-01 2.1712593e-08 8.0816097e-11]"
3,"[6.10218629e-15 9.42129574e-09 1.10899678e-09 1.00000000e+00
 1.19027115e-11 4.46746924e-08 7.18949585e-13 1.29204009e-10
 7.91731680e-10 7.93282245e-11]"
6,"[9.0573522e-09 5.5429513e-07 1.3945759e-08 5.8979257e-09 8.2528393e-09
 6.7103880e-05 9.9944562e-01 6.8925360e-12 4.8672309e-04 1.5289610e-10]"
0,"[1.0000000e+00 4.4652184e-09 6.1270935e-09 7.8737416e-12 5.5674376e-10
 2.1995297e-09 2.1903036e-08 4.0678591e-10 1.8265069e-08 2.3255027e-09]"
1,"[1.9679946e-04 9.4587296e-01 2.6853595e-04 3.2574824e-06 2.3482466e-04
 1.8134962e-04 5.2055832e-02 1.8807717e-06 1.1766421e-03 7.9184356e-06]"
9,"[5.61912719e-04 1.14051822e-04 7.27751831e-05 1.07733373e-04
 9.37904324e-03 1.04925566e-04 4.34863105e-05 5.38729830e-03
 1.38746342e-03 9.82841372e-01]"
7,"[2.5593324e-06 6.7712199e-06 1.2184174e-03 3.3445665e-04 1.4732562e-07
 7.3474539e-06 3.5125356e-09 9.9834466e-01 8.4435829e-05 1.1490163e-06]"
6,"[3.8192468e-08 3.6584598e-12 1.4166423e-11 2.0384244e-15 1.0443873e-07
 1.0160317e-09 9.9999988e-01 1.0862108e-14 4.0321857e-10 3.8489953e-12]"
6,"[6.5559369e-08 1.3651754e-12 2.0856739e-12 5.7591824e-15 5.4611251e-06
 8.3625307e-10 9.9999452e-01 2.2812183e-14 3.3709873e-09 3.9614048e-11]"
8,"[6.0200761e-10 1.0901526e-10 7.2362373e-11 8.6742757e-12 1.2347158e-10
 1.2287367e-10 5.4964828e-09 2.1802601e-14 1.0000000e+00 3.9991423e-11]"
9,"[5.6961785e-06 3.6590805e-05 4.1015653e-04 1.4434700e-04 2.5256228e-04
 2.2198379e-05 3.4183635e-08 7.9075499e-03 9.5036090e-04 9.9027050e-01]"
2,"[1.5351624e-12 5.9193067e-11 1.0000000e+00 3.6885984e-11 9.0899984e-14
 5.7484399e-14 7.4251382e-15 3.8164688e-10 3.9966619e-12 1.2007767e-14]"
9,"[6.7488152e-05 3.9314452e-04 1.0094976e-04 1.0581523e-03 5.4209906e-01
 9.1956746e-05 1.5633689e-06 7.0257373e-02 1.3255639e-03 3.8460481e-01]"
5,"[5.2575686e-09 3.0061112e-06 4.8443142e-12 4.0778827e-06 4.4382062e-09
 9.9993658e-01 2.1239623e-05 7.7160726e-12 3.2536147e-05 2.5968207e-06]"
8,"[2.9810814e-13 7.0106408e-16 2.6285647e-12 2.2042521e-11 1.0388770e-13
 4.9736040e-12 6.4610139e-10 3.2123251e-17 1.0000000e+00 3.7052583e-12]"
3,"[5.9585528e-16 4.5183135e-11 3.9171462e-09 1.0000000e+00 5.0471703e-15
 9.2652191e-10 3.8294715e-13 2.4612779e-11 1.6230352e-09 1.3629819e-12]"
1,"[6.7097123e-09 1.0000000e+00 4.5017847e-09 8.6838601e-12 1.6668760e-09
 5.7813980e-09 1.6681078e-08 1.9536520e-08 7.1096813e-09 1.1085964e-10]"
0,"[9.9998248e-01 6.5320025e-09 3.0814977e-07 3.0185114e-09 1.8895877e-06
 2.6669667e-07 1.2511617e-05 3.4063459e-09 1.3764281e-06 1.1264632e-06]"
0,"[1.0000000e+00 1.3038712e-10 2.6091032e-09 7.0188209e-11 1.5720611e-10
 2.1582338e-09 7.8882856e-10 6.6509442e-10 2.0381364e-08 2.0732040e-08]"
7,"[8.2532796e-07 1.2125544e-06 1.5354555e-05 1.1090718e-06 4.0313998e-06
 1.7917605e-06 1.5286406e-11 9.9990404e-01 3.2509061e-07 7.1273083e-05]"
6,"[1.2947802e-05 1.7005988e-10 1.7802679e-11 2.4010220e-09 2.3773880e-10
 5.6783925e-04 9.9930859e-01 1.3830999e-13 1.1052796e-04 5.2600724e-09]"
6,"[2.7651675e-03 5.2262791e-08 1.3270321e-07 5.2691308e-07 3.1959644e-06
 5.5125734e-04 9.9659735e-01 3.0817364e-09 8.2127859e-05 2.3474797e-07]"
2,"[5.7597362e-13 3.6211043e-12 1.0000000e+00 1.2822580e-08 2.1584786e-11
 1.3963150e-13 1.3817700e-13 7.6029183e-11 8.0268521e-11 3.5083340e-13]"
1,"[3.8799993e-04 9.6284056e-01 1.5260246e-05 2.3525191e-08 3.9263137e-05
 7.7268116e-05 3.6444981e-02 1.0976107e-06 1.9166201e-04 1.9030309e-06]"
6,"[1.25411279e-05 3.34460211e-08 1.09102318e-08 4.31451186e-12
 1.20899122e-05 1.00610514e-07 9.99975204e-01 4.31669327e-12
 2.16248299e-08 4.81573503e-10]"
9,"[9.2366136e-08 8.3714149e-08 1.5915118e-07 1.7303000e-07 2.3658364e-05
 5.4842886e-08 1.1852437e-09 1.2468813e-04 9.2874528e-05 9.9975830e-01]"
3,"[3.2505898e-08 6.1174148e-08 2.8011041e-06 9.9999022e-01 7.1642353e-10
 6.8265790e-06 1.1942709e-11 4.8961862e-08 1.4998633e-08 1.1736825e-08]"
1,"[7.6651366e-11 1.0000000e+00 5.1243260e-11 5.7537525e-13 1.5723016e-09
 8.8491117e-11 2.6868210e-09 4.3878884e-10 3.1212272e-10 1.5646295e-11]"
8,"[2.0805509e-03 8.1865084e-09 8.7388656e-08 2.9622101e-05 1.3279799e-07
 8.4409658e-05 1.8706280e-05 4.5102468e-08 9.9777156e-01 1.4865795e-05]"
6,"[3.55536932e-12 6.00651798e-14 1.29815065e-11 2.44036227e-16
 1.79306403e-10 1.39051270e-10 1.00000000e+00 2.10966162e-17
 8.13505838e-13 8.14310625e-15]"
